id,treat,treatxpost,imr,month,zip,frq_purchases,qty_purchases,val_purchases
127,1,1,2.51,20,95650,9,34,973.12
128,1,1,2.69,20,7060,16,42,1418.87
129,1,1,2.53,20,21224,8,40,965.11
130,1,1,2.66,20,46055,19,28,793.91
131,1,1,2.51,20,40118,13,36,1008.03
132,1,1,2.58,20,90280,25,33,974.32
133,1,1,2.77,20,21208,17,29,610.15
134,1,1,2.48,20,18045,16,26,988.18
135,1,1,2.79,20,70001,19,39,768.62
136,1,1,2.87,20,21043,16,39,936.81
137,1,1,2.82,20,25701,12,36,1179.07
138,1,1,2.54,20,32801,23,34,1186.13
139,1,1,2.61,20,90006,14,36,799.82
140,1,1,3.19,20,13211,21,38,884.86
141,1,1,3.88,20,33460,18,23,1148.37
142,1,1,2.59,20,20705,22,31,1203.82
143,1,1,2.53,20,28547,15,45,1308.61
144,1,1,2.46,20,33027,17,37,750.61
145,1,1,2.47,20,32024,13,30,1045.88
146,1,1,2.7,20,32609,16,40,1041.69
147,1,1,2.55,20,80916,19,48,1076.55
148,1,1,2.59,20,11411,16,41,1063.57
149,1,1,3.64,20,37771,15,36,603.11
150,1,1,3.22,20,37916,17,36,967.11
151,1,1,2.77,20,90501,21,45,830.53
152,1,1,2.52,20,76034,16,37,792.52
153,1,1,2.61,20,96826,12,34,1120.48
154,1,1,2.62,20,87144,16,34,1113.99
155,1,1,2.75,20,27587,17,32,1231.24
156,1,1,2.53,20,45858,11,26,1012.06
157,1,1,2.49,20,91356,19,46,781.54
158,1,1,2.69,20,53186,21,22,1459.99
159,1,1,3.05,20,90303,26,48,740.39
160,1,1,2.4,20,33023,18,33,988.95
161,1,1,2.5,20,53188,17,40,822.54
162,1,1,2.56,20,14850,15,26,1033.22
163,1,1,2.71,20,48135,12,34,1026.29
164,1,1,2.53,20,48188,20,23,1040.19
165,1,1,2.57,20,19111,15,44,722.59
166,1,1,2.53,20,7107,21,33,906.88
167,1,1,2.7,20,53090,13,46,842.84
168,1,1,2.57,20,11717,15,31,1076.82
169,1,1,2.43,20,32811,17,29,1271.91
170,1,1,2.67,20,60660,14,30,959.19
171,1,1,2.76,20,75228,17,22,825.21
172,1,1,2.87,20,8221,17,28,722.56
173,1,1,2.53,20,76040,11,39,1009.04
174,1,1,2.67,20,76039,22,37,1190.14
175,1,1,2.79,20,84044,11,40,971.22
176,1,1,2.52,20,60008,10,39,879.63
177,1,1,2.54,20,33351,25,44,860.78
178,1,1,2.47,20,41091,22,32,1236.1
179,1,1,2.54,20,12302,13,23,899.5
180,1,1,2.71,20,33411,19,47,796.28
181,1,1,2.55,20,95973,15,17,835.26
182,1,1,2.7,20,83644,12,43,626.01
183,1,1,2.64,20,2452,18,33,939.57
184,1,1,2.49,20,80634,15,47,1002.62
185,1,1,2.81,20,60173,10,39,440.71
186,1,1,2.59,20,99218,12,45,1176.58
187,1,1,2.53,20,85335,19,40,1364.39
188,1,1,2.88,20,14626,15,38,1002.25
189,1,1,3.16,20,67525,14,29,914.16
190,1,1,2.63,20,3044,14,36,1220.58
191,1,1,2.49,20,32812,20,38,847.07
192,1,1,2.45,20,92591,14,28,1072.58
193,1,1,2.57,20,6614,20,39,1539.87
194,1,1,2.5,20,11763,11,37,1077.12
195,1,1,2.6,20,62960,18,33,878.58
196,1,1,2.5,20,34480,11,35,707.9
197,1,1,2.53,20,7719,16,31,427.14
198,1,1,2.54,20,49713,17,33,954.31
199,1,1,2.65,20,60445,16,33,649.14
200,1,1,2.44,20,32258,12,33,744
1,0,0,2.95,21,37166,20,12,1021.47
2,0,0,2.65,21,11692,20,27,840.21
3,0,0,2.64,21,34711,12,32,1006.79
4,0,0,2.5,21,1904,15,37,1001.3
5,0,0,2.7,21,19143,13,41,1304.39
6,0,0,2.69,21,39429,14,19,1171.6
7,0,0,2.51,21,70726,19,33,1129.6
8,0,0,2.6,21,35216,20,42,680.76
9,0,0,2.6,21,55104,12,39,1035.92
10,0,0,2.46,21,85027,18,37,978.24
11,0,0,2.52,21,30019,14,37,1076.89
12,0,0,2.61,21,85043,18,46,1146.42
13,0,0,2.51,21,87113,21,35,763.6
14,0,0,2.65,21,35007,13,30,931.13
15,0,0,2.5,21,78664,14,27,983.54
16,0,0,2.5,21,43068,19,22,1384.69
17,0,0,2.54,21,62690,17,34,781.74
18,0,0,2.63,21,44095,22,27,1242.08
19,0,0,2.77,21,15202,24,24,958.1
20,0,0,2.47,21,11801,21,32,1271
21,0,0,2.54,21,10462,12,52,948.86
22,0,0,2.5,21,10312,17,29,993.13
23,0,0,3,21,93727,16,33,789.03
24,0,0,2.6,21,10567,16,41,976.5
25,0,0,3.08,21,95677,13,23,1020.3
26,0,0,2.73,21,8840,17,34,790.01
27,0,0,2.49,21,32822,18,48,793.18
28,0,0,2.52,21,2191,22,43,638.93
29,0,0,2.58,21,35674,13,37,905.32
30,0,0,3.19,21,32205,13,39,977.77
31,0,0,2.44,21,33325,12,34,941.36
32,0,0,2.83,21,58078,19,37,1005.07
33,0,0,2.64,21,48105,12,35,843.07
34,0,0,2.76,21,14617,11,24,879.78
35,0,0,2.59,21,80231,18,36,981.44
36,0,0,2.94,21,32822,17,35,853.92
37,0,0,3.96,21,78046,11,37,854.43
38,0,0,3.66,21,90270,18,42,940.03
39,0,0,3.02,21,21228,20,35,745.6
40,0,0,2.48,21,61275,18,39,1285.29
41,0,0,4.03,21,49643,13,24,987.89
42,0,0,2.7,21,21502,15,37,835.77
43,0,0,2.53,21,78748,20,34,789.24
44,0,0,2.44,21,33023,15,35,946.19
45,0,0,2.51,21,11040,10,26,1328.77
46,0,0,2.5,21,78413,17,36,1189.31
47,0,0,2.6,21,19118,22,20,1044.78
48,0,0,2.78,21,23838,10,22,921.26
49,0,0,2.55,21,44067,17,41,990.53
50,0,0,2.56,21,70582,14,24,783.53
51,0,0,2.55,21,90254,19,32,890.96
52,0,0,2.55,21,12550,18,32,1452.58
53,0,0,2.71,21,94591,18,30,774.03
54,0,0,2.62,21,75460,22,27,916.84
55,0,0,2.53,21,53207,14,30,994.55
56,0,0,3.78,21,85390,16,33,557.9
57,0,0,2.5,21,33615,15,36,1123.54
58,0,0,2.69,21,90029,19,30,1031.28
59,0,0,2.52,21,27518,20,30,1142.33
60,0,0,2.71,21,85719,14,35,848.44
61,0,0,2.51,21,53548,20,45,959.04
62,0,0,2.67,21,40228,22,42,1075.33
63,0,0,2.57,21,43616,17,41,1089.57
64,0,0,2.69,21,7044,13,34,981.04
65,0,0,2.52,21,83622,23,27,750.77
66,0,0,2.75,21,75181,15,25,1029.06
67,0,0,2.79,21,60502,21,32,1219.26
68,0,0,2.9,21,70570,22,25,1008.57
69,0,0,2.62,21,85053,21,27,900.36
70,0,0,2.53,21,8021,10,46,1163.6
71,0,0,2.46,21,85212,15,29,822.73
72,0,0,3.1,21,8731,12,30,852.39
73,0,0,2.5,21,28173,12,34,1094.22
74,0,0,3.86,21,23881,13,42,764.36
75,0,0,2.59,21,29170,18,24,978.5
76,0,0,2.5,21,18252,17,36,565.4
77,0,0,2.58,21,77489,20,32,1012.52
78,0,0,2.46,21,96814,22,43,1101.72
79,0,0,2.6,21,10465,14,25,1154.48
80,0,0,2.62,21,75006,21,36,886.98
81,0,0,2.66,21,91352,21,54,925.29
82,0,0,2.48,21,8054,10,25,1016.41
83,0,0,2.51,21,33433,17,33,711.84
84,0,0,2.61,21,44405,15,41,1106.81
85,0,0,2.67,21,23462,16,35,866.38
86,0,0,2.68,21,37087,16,34,1004.8
87,0,0,2.5,21,80014,15,32,1148.09
88,0,0,2.78,21,27571,19,28,972.47
89,0,0,2.61,21,52632,20,28,838.55
90,0,0,2.56,21,7110,11,30,1399.13
91,0,0,2.58,21,85053,17,24,1284.46
92,0,0,2.63,21,76021,11,44,1055.49
93,0,0,2.49,21,92562,19,35,1027.16
94,0,0,2.63,21,11727,13,45,630.91
95,0,0,2.67,21,30701,20,37,1153.96
96,0,0,2.41,21,92104,14,38,1246.99
97,0,0,2.71,21,48906,18,27,733.84
98,0,0,2.64,21,87112,20,21,626.15
99,0,0,2.6,21,49783,13,30,1273.9
100,0,0,2.57,21,11222,13,26,1078.15
101,1,1,2.8,21,66205,22,51,1142.58
102,1,1,4.11,21,47872,14,33,760.47
103,1,1,2.71,21,11901,22,40,963.25
104,1,1,2.92,21,90022,15,42,848.4
105,1,1,4,21,77845,13,21,1091.39
106,1,1,2.62,21,46310,15,29,892.08
107,1,1,2.61,21,8690,20,25,891.6
108,1,1,3.98,21,35803,12,28,892.52
109,1,1,2.74,21,75212,14,30,1013.98
110,1,1,2.53,21,83854,19,37,1164.33
111,1,1,2.43,21,85022,19,45,701.07
112,1,1,2.49,21,67601,24,39,787.34
113,1,1,2.64,21,2324,13,41,867.11
114,1,1,2.53,21,62401,17,29,1327.86
115,1,1,2.75,21,91402,9,25,1283.18
116,1,1,2.61,21,43119,16,40,1354.84
117,1,1,2.58,21,67601,23,34,1163.15
118,1,1,2.47,21,68039,20,37,1122.94
119,1,1,2.58,21,45331,19,44,689.07
120,1,1,2.69,21,37042,19,35,1114.55
121,1,1,2.51,21,15062,22,43,552.98
122,1,1,2.73,21,75088,25,31,993.54
123,1,1,2.73,21,55379,17,31,1436.56
124,1,1,2.63,21,60051,20,30,1135.71
125,1,1,2.56,21,48838,16,31,975.48
126,1,1,2.73,21,90044,20,28,733.2
127,1,1,2.51,21,95650,16,43,1112.68
128,1,1,2.69,21,7060,22,46,968.45
129,1,1,2.53,21,21224,23,43,1382.44
130,1,1,2.66,21,46055,15,42,1059.81
131,1,1,2.51,21,40118,14,42,1108
132,1,1,2.58,21,90280,20,32,550.75
133,1,1,2.77,21,21208,19,25,822.59
134,1,1,2.48,21,18045,19,38,1225.43
135,1,1,2.79,21,70001,13,36,1058.18
136,1,1,2.87,21,21043,15,42,614.85
137,1,1,2.82,21,25701,15,34,1073.6
138,1,1,2.54,21,32801,17,47,1462.13
139,1,1,2.61,21,90006,20,42,1333.85
140,1,1,3.19,21,13211,7,34,651.44
141,1,1,3.88,21,33460,19,42,790.38
142,1,1,2.59,21,20705,19,35,1067.62
143,1,1,2.53,21,28547,21,27,999.77
144,1,1,2.46,21,33027,18,44,1107.6
145,1,1,2.47,21,32024,16,38,1030.94
146,1,1,2.7,21,32609,19,43,1015.66
147,1,1,2.55,21,80916,19,40,1161.09
148,1,1,2.59,21,11411,20,58,1192.93
149,1,1,3.64,21,37771,17,19,1272.93
150,1,1,3.22,21,37916,15,28,771.19
151,1,1,2.77,21,90501,14,37,990.12
152,1,1,2.52,21,76034,22,55,936.65
153,1,1,2.61,21,96826,17,43,1197.9
154,1,1,2.62,21,87144,10,34,910.51
155,1,1,2.75,21,27587,18,46,966.85
156,1,1,2.53,21,45858,10,43,728.83
157,1,1,2.49,21,91356,16,36,1197.6
158,1,1,2.69,21,53186,14,45,1060.89
159,1,1,3.05,21,90303,8,35,911.43
160,1,1,2.4,21,33023,15,22,1140.24
161,1,1,2.5,21,53188,23,34,593.1
162,1,1,2.56,21,14850,20,44,1165.21
163,1,1,2.71,21,48135,14,52,1289.49
164,1,1,2.53,21,48188,21,36,737.96
165,1,1,2.57,21,19111,13,30,1346.55
166,1,1,2.53,21,7107,15,45,992.78
167,1,1,2.7,21,53090,9,17,1115.06
168,1,1,2.57,21,11717,18,35,1654.56
169,1,1,2.43,21,32811,14,33,1070.16
170,1,1,2.67,21,60660,19,42,1044.79
171,1,1,2.76,21,75228,20,32,648.72
172,1,1,2.87,21,8221,15,34,1029.89
173,1,1,2.53,21,76040,19,37,1202.08
174,1,1,2.67,21,76039,12,36,1290.12
175,1,1,2.79,21,84044,16,39,1018.18
176,1,1,2.52,21,60008,20,36,966.45
177,1,1,2.54,21,33351,13,35,572.59
178,1,1,2.47,21,41091,21,39,672.09
179,1,1,2.54,21,12302,19,32,1251.82
180,1,1,2.71,21,33411,20,52,1011.65
181,1,1,2.55,21,95973,11,35,1042.51
182,1,1,2.7,21,83644,20,29,1099.22
183,1,1,2.64,21,2452,20,37,1191.26
184,1,1,2.49,21,80634,20,43,1303.52
185,1,1,2.81,21,60173,13,39,762.26
186,1,1,2.59,21,99218,18,45,1029.82
187,1,1,2.53,21,85335,18,32,1290.92
188,1,1,2.88,21,14626,20,36,1169.88
189,1,1,3.16,21,67525,12,29,1279.26
190,1,1,2.63,21,3044,20,30,976.18
191,1,1,2.49,21,32812,22,49,1259.87
192,1,1,2.45,21,92591,18,36,936.49
193,1,1,2.57,21,6614,19,47,985.67
194,1,1,2.5,21,11763,16,31,850.53
195,1,1,2.6,21,62960,20,36,1185.1
196,1,1,2.5,21,34480,13,29,890.45
197,1,1,2.53,21,7719,14,35,1345.89
198,1,1,2.54,21,49713,20,44,833.81
199,1,1,2.65,21,60445,12,34,856.32
200,1,1,2.44,21,32258,19,38,1253.92
1,0,0,2.95,22,37166,13,28,1068.79
2,0,0,2.65,22,11692,16,26,992.16
3,0,0,2.64,22,34711,15,31,778.95
4,0,0,2.5,22,1904,22,21,888.79
5,0,0,2.7,22,19143,15,21,1287.16
6,0,0,2.69,22,39429,15,30,955.6
7,0,0,2.51,22,70726,15,36,909.06
8,0,0,2.6,22,35216,15,37,1012.36
9,0,0,2.6,22,55104,16,37,1156.1
10,0,0,2.46,22,85027,17,22,1253.98
11,0,0,2.52,22,30019,19,20,894.58
12,0,0,2.61,22,85043,16,43,660.24
13,0,0,2.51,22,87113,17,41,824.51
14,0,0,2.65,22,35007,13,46,649.68
15,0,0,2.5,22,78664,18,32,529.68
16,0,0,2.5,22,43068,11,47,863.34
17,0,0,2.54,22,62690,13,45,809.82
18,0,0,2.63,22,44095,18,41,1008.25
19,0,0,2.77,22,15202,16,32,944.63
20,0,0,2.47,22,11801,17,44,1097.88
21,0,0,2.54,22,10462,18,34,539.42
22,0,0,2.5,22,10312,15,29,1124.06
23,0,0,3,22,93727,8,33,1237.58
24,0,0,2.6,22,10567,14,33,1594.08
25,0,0,3.08,22,95677,16,21,976.02
26,0,0,2.73,22,8840,18,39,1302.09
27,0,0,2.49,22,32822,10,37,1174.72
28,0,0,2.52,22,2191,16,24,995.76
29,0,0,2.58,22,35674,18,30,455.21
30,0,0,3.19,22,32205,13,28,831.73
31,0,0,2.44,22,33325,17,39,994.51
32,0,0,2.83,22,58078,16,32,983.03
33,0,0,2.64,22,48105,17,30,1107.91
34,0,0,2.76,22,14617,15,31,865.77
35,0,0,2.59,22,80231,14,27,734.75
36,0,0,2.94,22,32822,17,26,849.98
37,0,0,3.96,22,78046,11,18,968.78
38,0,0,3.66,22,90270,14,42,1032.68
39,0,0,3.02,22,21228,19,26,647.11
40,0,0,2.48,22,61275,16,46,1012.02
41,0,0,4.03,22,49643,13,33,564.8
42,0,0,2.7,22,21502,17,27,827.74
43,0,0,2.53,22,78748,17,44,1071.69
44,0,0,2.44,22,33023,16,21,795.26
45,0,0,2.51,22,11040,16,42,989.75
46,0,0,2.5,22,78413,16,44,969.14
47,0,0,2.6,22,19118,22,32,869.91
48,0,0,2.78,22,23838,19,42,871.83
49,0,0,2.55,22,44067,18,41,1176.12
50,0,0,2.56,22,70582,12,36,1506.79
51,0,0,2.55,22,90254,15,42,1170.82
52,0,0,2.55,22,12550,10,36,1004.94
53,0,0,2.71,22,94591,20,36,712.83
54,0,0,2.62,22,75460,20,39,990.7
55,0,0,2.53,22,53207,17,30,1027.35
56,0,0,3.78,22,85390,12,32,856.2
57,0,0,2.5,22,33615,13,42,543.74
58,0,0,2.69,22,90029,18,34,876.86
59,0,0,2.52,22,27518,14,40,1162.53
60,0,0,2.71,22,85719,25,40,962.18
61,0,0,2.51,22,53548,9,39,841.08
62,0,0,2.67,22,40228,13,44,799.51
63,0,0,2.57,22,43616,20,25,1234.86
64,0,0,2.69,22,7044,20,20,1334.81
65,0,0,2.52,22,83622,20,31,1034.69
66,0,0,2.75,22,75181,11,41,1114.59
67,0,0,2.79,22,60502,17,36,759.63
68,0,0,2.9,22,70570,10,41,1035.32
69,0,0,2.62,22,85053,20,42,915.65
70,0,0,2.53,22,8021,7,27,1372.56
71,0,0,2.46,22,85212,13,24,991.17
72,0,0,3.1,22,8731,19,17,914
73,0,0,2.5,22,28173,4,43,1006.34
74,0,0,3.86,22,23881,13,31,757.48
75,0,0,2.59,22,29170,17,42,977.76
76,0,0,2.5,22,18252,13,40,907.4
77,0,0,2.58,22,77489,14,44,1208.08
78,0,0,2.46,22,96814,19,42,982.75
79,0,0,2.6,22,10465,12,30,1024.53
80,0,0,2.62,22,75006,18,31,891.12
81,0,0,2.66,22,91352,12,39,1281.01
82,0,0,2.48,22,8054,14,49,947.69
83,0,0,2.51,22,33433,14,34,1051.17
84,0,0,2.61,22,44405,18,35,881.36
85,0,0,2.67,22,23462,17,48,1174.66
86,0,0,2.68,22,37087,15,32,865.22
87,0,0,2.5,22,80014,19,31,1331.22
88,0,0,2.78,22,27571,14,37,988.39
89,0,0,2.61,22,52632,20,35,817.28
90,0,0,2.56,22,7110,17,44,1227.64
91,0,0,2.58,22,85053,19,46,662.07
92,0,0,2.63,22,76021,22,39,1380.91
93,0,0,2.49,22,92562,17,28,916.61
94,0,0,2.63,22,11727,15,29,923.23
95,0,0,2.67,22,30701,21,45,723.61
96,0,0,2.41,22,92104,15,27,1002.59
97,0,0,2.71,22,48906,15,29,1044.08
98,0,0,2.64,22,87112,20,22,882.53
99,0,0,2.6,22,49783,23,41,974.18
100,0,0,2.57,22,11222,19,40,1047.33
101,1,1,2.8,22,66205,22,44,861.38
102,1,1,4.11,22,47872,17,31,985.1
103,1,1,2.71,22,11901,9,38,1185.96
104,1,1,2.92,22,90022,14,36,949.34
105,1,1,4,22,77845,14,30,1000.02
106,1,1,2.62,22,46310,14,37,901.03
107,1,1,2.61,22,8690,14,43,946.92
108,1,1,3.98,22,35803,9,22,778.7
109,1,1,2.74,22,75212,14,22,1128.23
110,1,1,2.53,22,83854,18,33,978.19
111,1,1,2.43,22,85022,14,35,1270.94
112,1,1,2.49,22,67601,15,33,952.04
113,1,1,2.64,22,2324,18,44,643.93
114,1,1,2.53,22,62401,15,28,1108.54
115,1,1,2.75,22,91402,17,37,1362.71
116,1,1,2.61,22,43119,21,35,949.54
117,1,1,2.58,22,67601,11,40,1059.39
118,1,1,2.47,22,68039,18,52,707.21
119,1,1,2.58,22,45331,17,34,1042.98
120,1,1,2.69,22,37042,21,30,1091.31
121,1,1,2.51,22,15062,18,45,939.31
122,1,1,2.73,22,75088,23,42,989.69
123,1,1,2.73,22,55379,15,40,1307.49
124,1,1,2.63,22,60051,19,36,1213.7
125,1,1,2.56,22,48838,20,39,1113.89
126,1,1,2.73,22,90044,16,33,993.59
127,1,1,2.51,22,95650,26,19,896.37
128,1,1,2.69,22,7060,12,35,862.09
129,1,1,2.53,22,21224,19,42,1009.17
130,1,1,2.66,22,46055,21,41,606.47
131,1,1,2.51,22,40118,16,36,1388.73
132,1,1,2.58,22,90280,20,30,840.22
133,1,1,2.77,22,21208,13,41,1076.67
134,1,1,2.48,22,18045,24,30,902.19
135,1,1,2.79,22,70001,13,22,772.44
136,1,1,2.87,22,21043,16,32,1004.23
137,1,1,2.82,22,25701,12,35,971.76
138,1,1,2.54,22,32801,13,38,998.51
139,1,1,2.61,22,90006,17,35,924.43
140,1,1,3.19,22,13211,16,27,1231.07
141,1,1,3.88,22,33460,18,40,887.64
142,1,1,2.59,22,20705,15,41,861.87
143,1,1,2.53,22,28547,19,26,1083.12
144,1,1,2.46,22,33027,20,36,929.57
145,1,1,2.47,22,32024,15,11,1122.25
146,1,1,2.7,22,32609,23,33,1006.85
147,1,1,2.55,22,80916,18,31,878.85
148,1,1,2.59,22,11411,20,45,890.29
149,1,1,3.64,22,37771,17,35,952.77
150,1,1,3.22,22,37916,9,23,803.53
151,1,1,2.77,22,90501,19,40,992.11
152,1,1,2.52,22,76034,18,28,844.29
153,1,1,2.61,22,96826,17,38,934
154,1,1,2.62,22,87144,20,33,1192.89
155,1,1,2.75,22,27587,26,38,1143
156,1,1,2.53,22,45858,21,57,1119.43
157,1,1,2.49,22,91356,20,30,1181.2
158,1,1,2.69,22,53186,23,48,945.3
159,1,1,3.05,22,90303,19,42,761.08
160,1,1,2.4,22,33023,11,42,849.12
161,1,1,2.5,22,53188,24,28,756.21
162,1,1,2.56,22,14850,18,24,942.68
163,1,1,2.71,22,48135,19,35,1121.15
164,1,1,2.53,22,48188,19,21,722.63
165,1,1,2.57,22,19111,14,39,870.84
166,1,1,2.53,22,7107,19,44,1008.5
167,1,1,2.7,22,53090,18,38,1122.48
168,1,1,2.57,22,11717,18,33,1144.9
169,1,1,2.43,22,32811,22,36,1094.9
170,1,1,2.67,22,60660,19,43,874.45
171,1,1,2.76,22,75228,22,24,989.65
172,1,1,2.87,22,8221,15,41,666.72
173,1,1,2.53,22,76040,18,40,537.9
174,1,1,2.67,22,76039,17,30,909.66
175,1,1,2.79,22,84044,9,39,729.23
176,1,1,2.52,22,60008,15,43,1026.11
177,1,1,2.54,22,33351,19,26,969.66
178,1,1,2.47,22,41091,18,29,744.56
179,1,1,2.54,22,12302,21,37,764.84
180,1,1,2.71,22,33411,18,27,965.6
181,1,1,2.55,22,95973,8,37,914.78
182,1,1,2.7,22,83644,14,42,1291.87
183,1,1,2.64,22,2452,17,44,658.43
184,1,1,2.49,22,80634,17,26,854.32
185,1,1,2.81,22,60173,19,31,787.68
186,1,1,2.59,22,99218,22,34,1254
187,1,1,2.53,22,85335,20,24,812.5
188,1,1,2.88,22,14626,16,24,1147.05
189,1,1,3.16,22,67525,11,29,1405.95
190,1,1,2.63,22,3044,19,31,1248.44
191,1,1,2.49,22,32812,16,51,1120.28
192,1,1,2.45,22,92591,17,35,1312.82
193,1,1,2.57,22,6614,18,39,897.66
194,1,1,2.5,22,11763,14,27,926.17
195,1,1,2.6,22,62960,15,28,1203.35
196,1,1,2.5,22,34480,17,37,778.17
197,1,1,2.53,22,7719,12,33,969.29
198,1,1,2.54,22,49713,11,36,1021.51
199,1,1,2.65,22,60445,17,28,1123.95
200,1,1,2.44,22,32258,17,41,1003.05
1,0,0,2.95,23,37166,18,31,1242.48
2,0,0,2.65,23,11692,21,41,980.8
3,0,0,2.64,23,34711,18,42,1356.94
4,0,0,2.5,23,1904,23,36,1053.24
5,0,0,2.7,23,19143,21,47,819.68
6,0,0,2.69,23,39429,9,35,1222.72
7,0,0,2.51,23,70726,26,41,994.76
8,0,0,2.6,23,35216,19,42,1090.09
9,0,0,2.6,23,55104,16,40,1089.73
10,0,0,2.46,23,85027,17,47,1266.31
11,0,0,2.52,23,30019,21,34,1305.01
12,0,0,2.61,23,85043,19,36,954.5
13,0,0,2.51,23,87113,20,13,1051.54
14,0,0,2.65,23,35007,21,33,1339.73
15,0,0,2.5,23,78664,19,33,767.64
16,0,0,2.5,23,43068,12,33,1101.93
17,0,0,2.54,23,62690,18,30,932.55
18,0,0,2.63,23,44095,24,41,1067.28
19,0,0,2.77,23,15202,9,40,609.93
20,0,0,2.47,23,11801,15,39,1126.86
21,0,0,2.54,23,10462,18,36,901.77
22,0,0,2.5,23,10312,15,37,973.75
23,0,0,3,23,93727,16,25,940.27
24,0,0,2.6,23,10567,20,37,929.65
25,0,0,3.08,23,95677,19,30,929.07
26,0,0,2.73,23,8840,9,28,756.98
27,0,0,2.49,23,32822,15,29,684.62
28,0,0,2.52,23,2191,22,29,1201.05
29,0,0,2.58,23,35674,13,37,923.78
30,0,0,3.19,23,32205,19,32,596.27
31,0,0,2.44,23,33325,15,33,828.69
32,0,0,2.83,23,58078,16,53,989.6
33,0,0,2.64,23,48105,18,24,602.15
34,0,0,2.76,23,14617,25,36,1108.12
35,0,0,2.59,23,80231,18,39,1072.53
36,0,0,2.94,23,32822,18,21,845.54
37,0,0,3.96,23,78046,10,33,853.47
38,0,0,3.66,23,90270,16,35,552.11
39,0,0,3.02,23,21228,10,31,1034.57
40,0,0,2.48,23,61275,18,35,1026.51
41,0,0,4.03,23,49643,12,36,955.75
42,0,0,2.7,23,21502,16,18,713.58
43,0,0,2.53,23,78748,18,43,796.96
44,0,0,2.44,23,33023,21,41,1218.24
45,0,0,2.51,23,11040,20,27,1569.2
46,0,0,2.5,23,78413,16,35,873.73
47,0,0,2.6,23,19118,12,41,883.86
48,0,0,2.78,23,23838,12,40,979.09
49,0,0,2.55,23,44067,15,45,1002.43
50,0,0,2.56,23,70582,22,56,857.46
51,0,0,2.55,23,90254,16,48,855.18
52,0,0,2.55,23,12550,13,40,1020.93
53,0,0,2.71,23,94591,22,41,976.09
54,0,0,2.62,23,75460,17,22,1174.55
55,0,0,2.53,23,53207,17,29,1102.42
56,0,0,3.78,23,85390,18,40,1203.15
57,0,0,2.5,23,33615,15,43,943.2
58,0,0,2.69,23,90029,17,32,1098
59,0,0,2.52,23,27518,23,27,877.08
60,0,0,2.71,23,85719,15,28,1246.51
61,0,0,2.51,23,53548,9,37,1244.25
62,0,0,2.67,23,40228,23,40,743.64
63,0,0,2.57,23,43616,11,24,1099.27
64,0,0,2.69,23,7044,16,30,1271.17
65,0,0,2.52,23,83622,25,46,814.67
66,0,0,2.75,23,75181,13,34,837.58
67,0,0,2.79,23,60502,12,24,1156.89
68,0,0,2.9,23,70570,16,36,834.39
69,0,0,2.62,23,85053,21,26,953.21
70,0,0,2.53,23,8021,10,43,1021.13
71,0,0,2.46,23,85212,17,33,1118.39
72,0,0,3.1,23,8731,18,31,1042.96
73,0,0,2.5,23,28173,12,42,829.24
74,0,0,3.86,23,23881,18,35,808.28
75,0,0,2.59,23,29170,19,48,898.13
76,0,0,2.5,23,18252,15,51,1002.95
77,0,0,2.58,23,77489,20,28,905.14
78,0,0,2.46,23,96814,22,53,907.6
79,0,0,2.6,23,10465,19,39,943.96
80,0,0,2.62,23,75006,21,37,1074.13
81,0,0,2.66,23,91352,15,39,1367.14
82,0,0,2.48,23,8054,20,40,877.78
83,0,0,2.51,23,33433,13,56,540.2
84,0,0,2.61,23,44405,19,49,1043.23
85,0,0,2.67,23,23462,18,30,782.26
86,0,0,2.68,23,37087,14,32,1174.15
87,0,0,2.5,23,80014,24,40,1488.14
88,0,0,2.78,23,27571,20,47,1037.49
89,0,0,2.61,23,52632,12,50,1263.38
90,0,0,2.56,23,7110,17,27,1049.01
91,0,0,2.58,23,85053,14,36,566.76
92,0,0,2.63,23,76021,20,31,1134.76
93,0,0,2.49,23,92562,22,37,1100.2
94,0,0,2.63,23,11727,17,24,1185.3
95,0,0,2.67,23,30701,20,41,1184.93
96,0,0,2.41,23,92104,18,26,1031.11
97,0,0,2.71,23,48906,17,37,831.55
98,0,0,2.64,23,87112,24,36,1062.5
99,0,0,2.6,23,49783,25,38,1318.08
100,0,0,2.57,23,11222,20,42,834.37
101,1,1,2.8,23,66205,16,39,629.02
102,1,1,4.11,23,47872,11,25,738.5
103,1,1,2.71,23,11901,15,31,1226.46
104,1,1,2.92,23,90022,13,33,1050.84
105,1,1,4,23,77845,13,41,1344.86
106,1,1,2.62,23,46310,21,30,1064.63
107,1,1,2.61,23,8690,15,20,1162.33
108,1,1,3.98,23,35803,13,29,1156.08
109,1,1,2.74,23,75212,20,33,790.84
110,1,1,2.53,23,83854,22,32,1116.99
111,1,1,2.43,23,85022,17,36,957.89
112,1,1,2.49,23,67601,18,22,1221.06
113,1,1,2.64,23,2324,9,18,796.44
114,1,1,2.53,23,62401,17,48,1268.28
115,1,1,2.75,23,91402,15,35,1079.44
116,1,1,2.61,23,43119,12,36,1263.91
117,1,1,2.58,23,67601,19,41,843.42
118,1,1,2.47,23,68039,21,55,1299.66
119,1,1,2.58,23,45331,19,36,731.83
120,1,1,2.69,23,37042,21,28,1533.06
121,1,1,2.51,23,15062,20,20,928.28
122,1,1,2.73,23,75088,17,35,1191
